ID,CAMPAIGNID
d6fa392eed50fc93bf5d119061318569860eba1f,39060730d62be825ebb599711124309a
e59775a719d21ffec511668c137e86db34678a6f,2b7203e1d1b1c3dd4615bdd0ffe60736
dc7baaf41739179c985523fd768874b5010421ed,2b7203e1d1b1c3dd4615bdd0ffe60736
eb618279d624ae5d482a0b80ae4f06a333dafe4c,b5b037a78522671b89a2c1b21d9b80c6
a7055642c7fbf0d5b08d502aed20ab92eb8a56c1,b5b037a78522671b89a2c1b21d9b80c6
2c5764a940de4bd8604141629801fcbbe6fa792a,bff149a0b87f5b0e00d9dd364e9ddaa0
308fd43c1196084712e119b07a8206f304f01c8b,39060730d62be825ebb599711124309a
da3672b629e72f5f38db836e6c39ef69049694e4,b5b037a78522671b89a2c1b21d9b80c6
10b02c6bacf7e0511461def4a83b7ebcaa6bb60b,396ac2a33748bb784077f4112335faa0
2091b5bb81af36f5805cdfb4db7477394e2a4ce4,39060730d62be825ebb599711124309a
61fed8fdb04e130d198e0bfc99fe87cddf73c685,396ac2a33748bb784077f4112335faa0
301489bc8231262890b5456348f7a13187b63a93,49f0bad299687c62334182178bfd75d8
7aafd50cf0ab036308ffcec484d90b0a8e31f9e7,b5b037a78522671b89a2c1b21d9b80c6
a3606093717bbb8a3d9d95e7bd49b0aebd2e6c34,b5b037a78522671b89a2c1b21d9b80c6
99275e24f3ed38f71d4228f00d8f7457e19c1ca8,b5b037a78522671b89a2c1b21d9b80c6
1454762d7f85f77349cd379a75bd6ad0b58f447a,b5b037a78522671b89a2c1b21d9b80c6
75a074df4c0aec579bf1106f4e4256e7569c5973,396ac2a33748bb784077f4112335faa0
c1ca7b36373a8320b17e1978706b060ffbec84f3,b5b037a78522671b89a2c1b21d9b80c6
36ef504248522857ad0e63ddcb9556f0a78e0d59,db06e8e094e3b4b5943bbb71aabe9cdc
f4b1bcd822355689401817a920ecbd043dcee4ad,396ac2a33748bb784077f4112335faa0
e21ae8149e6298df9540eadbc36c66e6f5c510ab,396ac2a33748bb784077f4112335faa0
7eeb9b487eaa3f9d2db8479730fdbf41933007a1,39060730d62be825ebb599711124309a
6735983f7a44212a7d0e02eadbc99d5a0cc78c35,396ac2a33748bb784077f4112335faa0
a7b3ef67d8c91d909eb15e1381184f7566f27438,2b7203e1d1b1c3dd4615bdd0ffe60736
b7372de2fdbf8a75bf9562b1255138f5e0a7ed1b,a8f5f167f44f4964e6c998dee827110c
5bea9a3a62018f8a2104d1c08dd8f4934b58a336,b5b037a78522671b89a2c1b21d9b80c6
de0c7f0ea5208ba833284adfe1b80fd0e79c97f2,396ac2a33748bb784077f4112335faa0
965e47b48ebe2c6b9b50bbee3dfa5dfb284c3b5e,39060730d62be825ebb599711124309a
c4f26dc5d6998c8846e52813f1a0c85c35f600a8,adbf5a778175ee757c34d0eba4e932bc
8e61e1b476756ee6740b8a6cdfa8a5a88d3612c9,396ac2a33748bb784077f4112335faa0
96b56878a7bedb0043285641050614d42a95d384,396ac2a33748bb784077f4112335faa0
be2980cdafee26c25ea02aafd4e6d29d156a4296,396ac2a33748bb784077f4112335faa0
eec4e998be9df6908b14d2cd22cb52fb3b0e67c0,bff149a0b87f5b0e00d9dd364e9ddaa0
0ea2c9adf22fdf9abaf6602c9e8b05ed745e622e,adbf5a778175ee757c34d0eba4e932bc
91ac8cd2d4742d4996afa0d7a4032799ef80e8ff,b5b037a78522671b89a2c1b21d9b80c6
17c2ef33f457fee3336dfe7a175a0f37629e0d2d,b5b037a78522671b89a2c1b21d9b80c6
b53b8f514a5890294b42f26b69d6983fd9e5dd7d,39060730d62be825ebb599711124309a
ba2d5f47370e29e89eb7c992a6d41015c0a6014c,39060730d62be825ebb599711124309a
e1214c2e4ccb34f852ccb8791ff9d4b9e5a8d84d,396ac2a33748bb784077f4112335faa0
c770ebf0d714345d5e74471123184776040ffaa3,396ac2a33748bb784077f4112335faa0
b7793063f4a8a2f4ea3d28a4adc0790908ab77ab,b5b037a78522671b89a2c1b21d9b80c6
18241a96050dc709d9ce31d162a00a0d851d6d47,b5b037a78522671b89a2c1b21d9b80c6
8b360543aae0a2a022337e0efb4ca78852dfc71b,b5b037a78522671b89a2c1b21d9b80c6
e3b0fa2c5561885b57a8a7e7e406a92b53c26213,396ac2a33748bb784077f4112335faa0
484f9e568034bdb31ddbca87b015e0d528074744,a4f0dc8026624beec687c6b74e5adc46
3d059d4bad4d73b2ea0e05222a1cf8408730afbf,396ac2a33748bb784077f4112335faa0
715bc6c563acd9f8987f0fae4f4670d086913b2b,b5b037a78522671b89a2c1b21d9b80c6
4344dae78f6a664167589d691768ee92a5d115a0,39060730d62be825ebb599711124309a
47daf421519fffc15cb99d7ff028175359a0caad,b5b037a78522671b89a2c1b21d9b80c6
54bdee848b603161aaf049df2908671fbcfd4cf6,396ac2a33748bb784077f4112335faa0
acc5bac8995d3b032f5ce2d6ae2b6e32933e56f3,39060730d62be825ebb599711124309a
39b6bf27ab2de6ece0759d51745858e6454b5066,b5b037a78522671b89a2c1b21d9b80c6
70ae39ea8c2e00f9f3713e71bb895d0abf391b4c,a8f5f167f44f4964e6c998dee827110c
d8817ab7a0978faeeeac68f717696685e3dcd23a,db06e8e094e3b4b5943bbb71aabe9cdc
9bd209b3538bba4c8ae0d91a76840730aa5cdce4,396ac2a33748bb784077f4112335faa0
65ed84cab5a2050828be33046f830588351a2270,a4f0dc8026624beec687c6b74e5adc46
8d95b44a03ce25a170490fabc667b245e10b1c35,adbf5a778175ee757c34d0eba4e932bc
55e27f5adb48b3870d5f1e5cd99b5bc2f7b42fd0,b5b037a78522671b89a2c1b21d9b80c6
4c6f122b31a99b5d046f352f1162cf643a35f96e,2b7203e1d1b1c3dd4615bdd0ffe60736
3fd0aa23e2323543a42cc26eb345e31035e9411b,bff149a0b87f5b0e00d9dd364e9ddaa0
c729e17b45fc19c32c78ba4b78e315a07231b665,396ac2a33748bb784077f4112335faa0
d9cd293598a707afe5004578efb5d3b19f5f8c72,b5b037a78522671b89a2c1b21d9b80c6
c7a59a3354f4aba321b2f436a91db0663f8ce4f0,49f0bad299687c62334182178bfd75d8
c9265d7dfaef8e85b20e09a4cbd1ea8626ddbe27,2b7203e1d1b1c3dd4615bdd0ffe60736
65a5ec9c8e4e124f150f690b1edafd2e26aab441,b5b037a78522671b89a2c1b21d9b80c6
b22278482a899773ca9eb6f62edc9220b42b95ba,39060730d62be825ebb599711124309a
9ec4fe68827ff6df9da901d249d660bc656f2e52,39060730d62be825ebb599711124309a
7b04e1000ccafbc9fe87d716fc6d5691288454e2,39060730d62be825ebb599711124309a
966ca8c415ffc07edc34fc03e2a8a791d75b0c9b,396ac2a33748bb784077f4112335faa0
6dff9caf28bf5f9bf6b11ad0eecdac0993a7c936,b5b037a78522671b89a2c1b21d9b80c6
f4f0fe9dfe70b5a0f36ad6fb4c706bd36200b049,b5b037a78522671b89a2c1b21d9b80c6
a0c93893825ae567a856109deac8973af3be9cc4,2b7203e1d1b1c3dd4615bdd0ffe60736
7337adb43351bec114ce86d91ece75921927c738,b5b037a78522671b89a2c1b21d9b80c6
18d7172cc001b7b2c38925ecd215f7dcb6c922bd,396ac2a33748bb784077f4112335faa0
78754eba42e46673e7482efd93585daa945e64d8,a4f0dc8026624beec687c6b74e5adc46
1e1c118a29f3748e7a4ae041f07869462e07a5bc,b5b037a78522671b89a2c1b21d9b80c6
9220468e184db9dd21c4d0afa0e19b222d8784ef,396ac2a33748bb784077f4112335faa0
7b0f1558a3e8a55565d3f2b73de5367112fd8424,396ac2a33748bb784077f4112335faa0
c879549bf89609bb027d1beb9cb9034f060afa4a,39060730d62be825ebb599711124309a
42eb6d797726fc2ace44d2edaf09fcb22872657f,39060730d62be825ebb599711124309a
d2fe209ebaa95ab6964008494238b7b510d02f51,396ac2a33748bb784077f4112335faa0
eb719320b8c8447671c464857b4554dd4cc593c4,b5b037a78522671b89a2c1b21d9b80c6
e9045e170fcfa05f5ea0d3324587a5527834597f,bff149a0b87f5b0e00d9dd364e9ddaa0
dd913ea0a4b05b9fccb3f3a573e28aa155d9a728,39060730d62be825ebb599711124309a
29899e4efdc35cccf7699cbdee5a4e31235686ee,396ac2a33748bb784077f4112335faa0
8b9ad52d453a0ef16b91df5868fc1d3106911b69,1395ad342f7331f6ae81badb2eeb4717
56dec7c57279cb14fe73b43c0f2513e65abd5918,b5b037a78522671b89a2c1b21d9b80c6
5f08025e470a74121a40c894903db38bd7e97806,396ac2a33748bb784077f4112335faa0
43a63a664c83d34f9a89d699b35e36da87278d2d,39060730d62be825ebb599711124309a
7c5a8a4c6a12ac9a8d8784b47386ac05e6babfd4,db06e8e094e3b4b5943bbb71aabe9cdc
ddb17e2fe49315bd23c6f331d825b17238e78b89,39060730d62be825ebb599711124309a
0c5b82f93950e3ecf9b63db4e317b9635a18ee4e,396ac2a33748bb784077f4112335faa0
d770b8db6a802405fcf77cb261e91bdb0ec79631,396ac2a33748bb784077f4112335faa0
c551f66f31f143ceb6e722d98c462ef178096c59,396ac2a33748bb784077f4112335faa0
bf8c3bbc59635398a4fad8a9d6d6db814ff13709,39060730d62be825ebb599711124309a
0a67e50d8fe2e06b8c3ee8e0adc5adb0a29663a9,b5b037a78522671b89a2c1b21d9b80c6
d721eddd308653c5e01cb6f6b0735488d1e0b4bd,a4f0dc8026624beec687c6b74e5adc46
ebc62254d82d5aec3a587f7e716e5b3c8ce3baf4,2b7203e1d1b1c3dd4615bdd0ffe60736
65692fead77acd939ed6b59a028f90840d60b0ab,2b7203e1d1b1c3dd4615bdd0ffe60736
72c3899f44e5b0d64971227bee9d0908a55232b7,b5b037a78522671b89a2c1b21d9b80c6
2972b84468c72f73bef483aaab70fb2d2f84133a,39060730d62be825ebb599711124309a
0e8e30d8deb4b53746b6d0553e3d2f56af1b4452,a4f0dc8026624beec687c6b74e5adc46
4d2f53a5fa35fc31a1c5cf85d38790129e59f0a6,39060730d62be825ebb599711124309a
b3f6d3ca655de9e37c0f18ec545932f6c8dee890,b5b037a78522671b89a2c1b21d9b80c6
0da34f383a9f29157cdc82c9389b10387017ec41,39060730d62be825ebb599711124309a
3d571d4820b689268b72cd7494f9e6b9ab892ea8,2b7203e1d1b1c3dd4615bdd0ffe60736
9d3685d4a5a1a0a4ff1bc15c537a4f43fbbabbc6,49f0bad299687c62334182178bfd75d8
7337adb43351bec114ce86d91ece75921927c738,b5b037a78522671b89a2c1b21d9b80c6
ac8ecd7777058745072052d0b3e6bae7d905eecb,b5b037a78522671b89a2c1b21d9b80c6
f318739336147dc8af0ee4552c4dfaed6ced3ae4,2b7203e1d1b1c3dd4615bdd0ffe60736
09cabb7f9ceab262d46699cb1f0d687444cce899,b5b037a78522671b89a2c1b21d9b80c6
0e493d9c56ef3976b39311515b0fc0e520b317da,b5b037a78522671b89a2c1b21d9b80c6
287e36c604c3667d397e1a00b323b07e38ee2a78,39060730d62be825ebb599711124309a
8fc4c3fdc74b87ea47b33cca8cc6b7e81e635c4b,396ac2a33748bb784077f4112335faa0
90c932c3bb7108ff3c37dab297046d64b6bbe077,b5b037a78522671b89a2c1b21d9b80c6
1d0a4432d090b02f64844319ebb75c3f04bcb379,b5b037a78522671b89a2c1b21d9b80c6
5955b0e8d0e13a9de122eb79724e4d9f2ad7ecb8,1395ad342f7331f6ae81badb2eeb4717
89320a35f6ab537c93aa43c87068c56e3bf39368,b5b037a78522671b89a2c1b21d9b80c6
eb3be096276ae640587918227c9ae270e8df8087,396ac2a33748bb784077f4112335faa0
4dfecea11e1611cbed33ee01757039d1cc7b276b,39060730d62be825ebb599711124309a
e64d987dbc9725dd772441fce41b5d8b68f461c4,396ac2a33748bb784077f4112335faa0
9a1501df132b618d74ab524d77a645286a49a648,39060730d62be825ebb599711124309a
cc2cdcc84473f5d9f3efe30eca28ae8f8488626e,2b7203e1d1b1c3dd4615bdd0ffe60736
a2725c433dd7a6691665ae6d8ead23dc1f5bee17,39060730d62be825ebb599711124309a
0bd067c2bbdfddb6a455815bba0f082d292f243b,adbf5a778175ee757c34d0eba4e932bc
ce37d27e49ae2cf59104082755609b006665a20f,adbf5a778175ee757c34d0eba4e932bc
938941dbacc24473e7677f15fbf96e3566b9a526,396ac2a33748bb784077f4112335faa0
90d30422e3cab098830bdcc271213024ad95c09f,396ac2a33748bb784077f4112335faa0
90b42abaffc8b843839517376ff7b3b9839c5539,396ac2a33748bb784077f4112335faa0
e39d06e16f4b771244c40b42bccf66048a1f1e0b,b5b037a78522671b89a2c1b21d9b80c6
4ca42cb5d8aed7fddcfb69af6ab8a8795b6b2966,b5b037a78522671b89a2c1b21d9b80c6
4405782c5fbb0a8663ddf2ec268c31d0bb83934e,2b7203e1d1b1c3dd4615bdd0ffe60736
bdf5c32c2c97c530696969302b6ced40a7462045,b5b037a78522671b89a2c1b21d9b80c6
118e5a0ef1e530af37b77b444240664bfba21021,2b7203e1d1b1c3dd4615bdd0ffe60736
c43dab31964b554e987bd0ed023746e9e8cc9168,bff149a0b87f5b0e00d9dd364e9ddaa0
22d3dde92e0e5648a233de9bb1e1d78022d9f382,1395ad342f7331f6ae81badb2eeb4717
6cb8c2d869160e7a019383c862d25e2d6e5430df,db06e8e094e3b4b5943bbb71aabe9cdc
dfb04c01511b0ef31635e541926c5e387e9aedb6,396ac2a33748bb784077f4112335faa0
dfae424c48db244eba0ccbf9996c8eec33185a85,396ac2a33748bb784077f4112335faa0
9888c86437951bd33ba190108b4d69a11b976f08,b5b037a78522671b89a2c1b21d9b80c6
ed34fbbe9a57bd7c95ee60d407c3c1f63938c81e,adbf5a778175ee757c34d0eba4e932bc
cbc02bf95d3598a5d63e9a0c31ffc615bf315c56,39060730d62be825ebb599711124309a
c40f495be7d12a59d1322cff804a5abbb5985a4f,39060730d62be825ebb599711124309a
1836387fd1e61c3d9fedf8f823a7f1e1efd5f76c,b5b037a78522671b89a2c1b21d9b80c6
dd6320abdb60b6ea8a04fd9bb7268c2faa27288c,b5b037a78522671b89a2c1b21d9b80c6
9294a868977537741899be46a616775e70797fd2,396ac2a33748bb784077f4112335faa0
7c937c55d43df91742b43bee01de60672b59239e,396ac2a33748bb784077f4112335faa0
b42febd94d0cdbc3b71986b75321818c06c6cbf4,39060730d62be825ebb599711124309a
a65a048d630ef7507b13cf82d2c374b2f0f2ea34,db06e8e094e3b4b5943bbb71aabe9cdc
